Page URL,Hreflang,Issue Type,Discovered
https://dailyride.nl/products/vogue-basic-3-electrische-fiets-e-bike-silk-blue?variant=55171706618239,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-basic-3?variant=55128324014463,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-basic-7?variant=55128161878399,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-basic-7?variant=55128161911167,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-basic-n7-electrische-fiets-e-bike-groen?variant=55171682795903,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-basic-n7-electrische-fiets-e-bike-groen?variant=55171682861439,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-basic-n7-electrische-fiets-e-bike-mat-grijs?variant=55171680502143,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-basic-n7-electrische-fiets-e-bike-mat-grijs?variant=55171680567679,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-basic-n7-electrische-fiets-e-bike-mat-zwart-bruin?variant=55171665363327,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-basic-n7-electrische-fiets-e-bike-mat-zwart-bruin?variant=55171665428863,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-basic-n7-electrische-fiets-e-bike-silk-blue?variant=55171683549567,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-basic-n7-electrische-fiets-e-bike-silk-blue?variant=55171683615103,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-comfort-electrische-fiets-e-bike-mat-grijs?variant=55172235297151,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-comfort-electrische-fiets-e-bike-silk-blue?variant=55172231922047,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-comfort?variant=55128520950143,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-elite-3-electrische-fiets-e-bike-jeans-blue?variant=55172192338303,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-elite-3-electrische-fiets-e-bike-mat-zwart-bruin?variant=55172184801663,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-elite-3-electrische-fiets-e-bike-mint-blue?variant=55172194304383,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-elite-3?variant=55128492179839,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-elite-7-electrische-fiets-e-bike-middenmotor-jeans-blue?variant=55172162945407,,No self-referencing hreflang,12 Mar 2025 (23:23 UTC)
https://dailyride.nl/products/vogue-elite-7?variant=55126859088255,,No self-referencing hreflang,12 Mar 2025 (23:23 UTC)
https://dailyride.nl/products/vogue-excellent-8sp-electrische-fiets-e-bike-bafang-middenmotor-mat-zwart-blauw?variant=55171801186687,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-excellent?variant=55126752756095,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-infinity-electrische-fiets-e-bike-middenmotor-mat-grijs?variant=55172253516159,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-infinity-electrische-fiets-e-bike-middenmotor-mat-zwart?variant=55126899655039,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-infinity-electrische-fiets-e-bike-middenmotor-silk-blue?variant=55172254892415,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-mestengo-n7-electrische-fiets-e-bike-dark-blue?variant=55155972866431,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-mestengo-n7-electrische-fiets-e-bike-grijs?variant=55155945701759,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-mestengo-n7-electrische-fiets-e-bike-mat-zwart?_pos=1&_psq=n7&_ss=e&_v=1.0,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-mestengo-n7-electrische-fiets-e-bike-mat-zwart?variant=55161096995199,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-mestengo-n7-electrische-fiets-e-bike-shine-black?variant=55155633815935,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-mestengo-z5-middenmotor-electrische-fiets-e-bike-dark-blue?variant=55156004389247,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-mestengo-z5-middenmotor-electrische-fiets-e-bike-grijs?variant=55155935412607,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-mestengo-z5-middenmotor-electrische-fiets-e-bike-mat-zwart?variant=55156100759935,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-mestengo-z5-middenmotor-electrische-fiets-e-bike-shine-black?variant=55126743810431,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-mini-blauw?variant=47570627658058,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-mini-wit?variant=55148501303679,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-mini?variant=47886463140170,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-slx-m200-electrische-fiets-e-bike-mat-zwart-blauw?variant=55176253735295,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-slx-m200-electrische-fiets-e-bike-mat-zwart-grijs?variant=55176248557951,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-slx-m420-electrische-fiets-e-bike-mat-zwart-blauw?variant=55128442995071,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-slx-m420-electrische-fiets-e-bike-mat-zwart-grijs?variant=55172285759871,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-zenda-electrische-fiets-e-bike-bafang-middenmotor-m200-silk-blue?variant=55181991838079,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/vogue-zenda-met-bafang-m200-middenmotor?variant=55126785163647,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/voorvork-ouxi-v8?variant=46995729154378,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/voorvorkplaat-geschikt-voor-voorrek-ouxi-v8-h9-qmwheel-v20-v30?variant=49494246916426,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/windgoo-b20-pro/,,No self-referencing hreflang,04 Mar 2025 (17:28 UTC)
https://dailyride.nl/products/windgoo-b20-pro?_pos=7&_psq=windgoo&_ss=e&_v=1.0,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/windgoo-b20/,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/windscherm-qibbel?variant=47972398367050,,No self-referencing hreflang,12 Mar 2025 (23:23 UTC)
https://dailyride.nl/products/zoom-complete-hydraulische-remhendel-links?variant=49590932406602,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
https://dailyride.nl/products/zoom-complete-hydraulische-remhendel-rechts?variant=55151474508159,,No self-referencing hreflang,26 Mar 2025 (00:03 UTC)
